Name,Age,Nationality,Overall,Potential,Position
H. Reed,23,England,71,78,RM
S. Klaiber,23,Netherlands,71,74,RB
J. Boga,21,Ivory Coast,71,81,LM
D. Contento,28,Germany,71,71,LB
S. Padoin,34,Italy,71,71,RB
D. Foulquier,25,France,71,76,RM
Paco Montañés,31,Spain,71,71,LM
T. Dingomé,27,France,71,72,CDM
D. K?dzior,26,Poland,71,72,RM
E. Ta?demir,22,Turkey,71,78,LB
P. Coutts,29,Scotland,71,71,CM
D. Dumi?,26,Bosnia Herzegovina,71,74,CB
Juan Carlos,30,Spain,71,71,GK
S. Privat,28,France,71,71,ST
G. Montiel,21,Argentina,71,80,RB
João Gamboa,21,Portugal,71,79,CDM
A. Zhirov,27,Russia,71,74,CB
M. Tosetti,26,Switzerland,71,72,RM
André Milazisco,34,Brazil,71,71,GK
M. Colin,26,France,71,72,RB
F. Jozefzoon,27,Netherlands,71,71,RW
D. Moor,34,United States,71,71,CB
A. Turan,34,Turkey,71,71,CB
O. Bayram,26,Turkey,71,72,LB
S. Bossut,32,Belgium,71,71,GK
J. Irvine,25,Australia,71,75,CAM
D. Biraschi,23,Italy,71,78,RCB
A. Bouchalakis,25,Greece,71,73,CM
A. Voglsammer,26,Germany,71,73,LS
Son Jun Ho,26,Korea Republic,71,74,RCM
A. El Said,32,Egypt,71,71,RCM
A. Yiadom,26,Ghana,71,72,RB
W. Sobota,31,Poland,71,71,LM
I. Latovlevici,32,Romania,71,71,LM
B. Leal,36,Chile,71,71,LDM
E. Zelazny,26,France,71,74,GK
A. Brignoli,26,Italy,71,73,GK
K. Narey,23,Germany,71,74,RM
M. Pugh,31,England,71,71,LM
S. McTominay,21,Scotland,71,81,CM
Fabrício Baiano,26,Brazil,71,75,RDM
F. Navarro,29,Mexico,71,71,RB
R. Baji?,24,Bosnia Herzegovina,71,76,ST
M. Le Bihan,28,France,71,71,ST
A. Rentería,25,Colombia,71,75,ST
A. Leya Iseka,20,Belgium,71,78,ST
André Moreira,22,Portugal,71,80,GK
C. Gülselam,30,Turkey,71,71,LDM
M. Rodríguez,32,Argentina,71,71,RB
G. Litteri,30,Italy,71,71,ST
Raphael Rossi,27,Brazil,71,72,CB
B. Kamara,21,France,71,77,GK
R. Oshima,25,Japan,71,73,RDM
L. Bruins,31,Netherlands,71,71,LM
N. Kebano,26,DR Congo,71,72,LW
Wiliam Santinho,34,Brazil,71,71,GK
L. Sadiku,26,Kosovo,71,73,CDM
Y. Barbet,25,France,71,74,LB
Javi Moyano,32,Spain,71,71,RB
J. McLaughlin,29,Scotland,71,72,GK
M. Büchel,27,Liechtenstein,71,71,CM
B. Oviedo,28,Costa Rica,71,71,LB
J. Osorio,26,Canada,71,74,CM
Wagner Orsinho,30,Brazil,71,71,LB
J. Elías,22,Argentina,71,78,RCM
Evandro,31,Brazil,71,71,CAM
Manu Morlanes,19,Spain,71,83,CM
K. Großkreutz,29,Germany,71,71,RB
T. Kessler,32,Germany,71,71,GK
M. Beevers,28,England,71,71,LCB
D. Gastaldello,35,Italy,71,71,LCB
P. Faragò,25,Italy,71,73,RM
C. Ramírez,30,Colombia,71,71,LCB
I. Bennacer,20,Algeria,71,82,CM
O. Coulibaly,28,Mali,71,71,RB
Alex Alegría,25,Spain,71,74,ST
C. Adjapong,20,Italy,71,81,LM
Dorado,35,Spain,71,71,CB
J. Walters,34,Republic of Ireland,71,71,ST
A. De Sart,21,Belgium,71,78,LDM
Luisinho Conradi,30,Brazil,71,71,LB
B. Özcan,20,Turkey,71,78,CAM
P. Bamford,24,England,71,76,ST
R. López,25,Mexico,71,76,RB
F. Monteseirín,23,Argentina,71,78,CB
A. Calabresi,22,Italy,71,79,CB
J. Léa Siliki,22,France,71,81,CM
J. De Sart,23,Belgium,71,76,CDM
M. Sylla,24,Senegal,71,75,RM
K. Boli,27,France,71,74,LCB
D. Avdijaj,21,Kosovo,71,78,LW
Nauzet,33,Spain,71,71,GK
G. Molins,29,Sweden,71,71,ST
M. Hector,25,Jamaica,71,74,LCB
S. Andersson,26,Sweden,71,72,ST
F. Erpen,35,Argentina,71,71,CB
F. Meza,28,Argentina,71,73,CB
D. Lemos,29,Argentina,71,71,LDM
Z. Kuzmanovi?,30,Serbia,71,71,CM
Lisandro Semedo,22,Portugal,71,77,RW
J. Prior,22,France,71,77,GK
V. Salazar,25,Argentina,71,76,RB
A. Diomande,28,Norway,71,71,ST
A. Niane,25,Mali,71,73,ST
Stephen Eustáquio,21,Portugal,71,83,CDM
W. Montoya,24,Argentina,71,74,RM
Kadu,31,Brazil,71,71,CB
D. Bentley,24,England,71,76,GK
B. Dr?gowski,20,Poland,71,82,GK
G. Mancini,22,Italy,71,80,LCB
T. Clarke,30,England,71,71,RB
F. Boeckx,31,Belgium,71,71,GK
Adryan,23,Brazil,71,77,LS
M. Grüttner,32,Germany,71,71,RS
J. Cevallos,23,Ecuador,71,76,CAM
L. Acosta,23,Argentina,71,79,GK
M. Guendouzi,19,France,71,84,CDM
F. Nita,30,Romania,71,71,GK
P. Ebert,31,Germany,71,71,LF
D. Marshall,33,Scotland,71,71,GK
K. Peterson,23,Sweden,71,77,LM
S. Lammers,21,Netherlands,71,80,ST
A. King,29,Wales,71,71,CM
P. Mwene,24,Austria,71,78,RB
Andrei Girotto,26,Brazil,71,73,CDM
Danilo Silva,31,Brazil,71,71,RCB
B. Kuscevic,22,Chile,71,81,LCB
D. Sallói,21,Hungary,71,80,LW
Ukra,30,Portugal,71,71,RW
B. Acosta,31,Costa Rica,71,71,LCB
Tramontinaldo,34,Brazil,71,71,RB
S. Hernández,31,Colombia,71,71,CAM
L. Lacroix,26,Switzerland,71,76,CB
A. Godoy,28,Panama,71,71,RCM
N. McGinn,30,Northern Ireland,71,71,RM
T. Boyd,23,New Zealand,71,76,RM
M. Eikrem,27,Norway,71,71,CAM
Kang Hyeon Mu,23,Korea Republic,71,75,GK
H. Toledo,22,Argentina,71,76,LW
M. Lacen,34,Algeria,71,71,CDM
E. Adu,27,Ghana,71,71,CM
L. Antei,26,Italy,71,74,CB
Adriano,30,Brazil,71,71,ST
N. Foor,26,Netherlands,71,73,LCM
C. Quintana,30,Argentina,71,71,CB
Ângelo Neto,26,Brazil,71,71,RCM
A. Tinnerholm,27,Sweden,71,72,RB
V. Verre,24,Italy,71,76,LCM
I. Provedel,24,Italy,71,77,GK
R. Herrera,29,Uruguay,71,71,CB
J. Féret,35,France,71,71,CAM
J. Attamah,24,Ghana,71,74,CB
Bremer,21,Brazil,71,80,CB
Dorca,35,Spain,71,71,LDM
Defendi,32,Brazil,71,71,CB
Jonas,26,Brazil,71,72,LDM
P. Armero,31,Colombia,71,71,LB
H. Van Der Bruggen,25,Belgium,71,74,LCM
L. Garritano,24,Italy,71,76,CAM
K. Balanta,21,Colombia,71,83,CDM
Silvosinho,34,Brazil,71,71,RB
Tony Muttinho,34,Brazil,71,71,RB
D. Petratos,25,Australia,71,74,RM
Manu Barreiro,31,Spain,71,71,ST
R. Köse,30,Turkey,71,71,GK
Oier,32,Spain,71,71,RDM
N. Rimando,39,United States,71,71,GK
J. Arzura,25,Argentina,71,75,CDM
S. Davis,25,United States,71,76,LDM
Nacho Vidal,23,Spain,71,78,RB
M. Samudio,31,Paraguay,71,71,LB
M. Martin,30,France,71,71,CAM
F. Cubero,39,Argentina,71,71,CB
R. Baca,28,Mexico,71,71,LDM
Ivo Pinto,28,Portugal,71,71,RB
S. Doukara,26,France,71,72,ST
Y. Shakhov,27,Ukraine,71,71,CAM
O. Çek,27,Turkey,71,72,LB
O. Zinchenko,21,Ukraine,71,81,LB
S. Limbombe,27,Belgium,71,71,RM
K. Galanopoulos,20,Greece,71,84,RDM
Feng Xiaoting,32,China PR,71,71,RCB
M. Jevtovic,24,Serbia,71,76,RDM
Arroyo,29,Spain,71,71,RCB
Joel Pereira,22,Portugal,71,82,GK
Xavier,25,Portugal,71,72,LM
E. Remedi,23,Argentina,71,79,LDM
L. Mare?ek,28,Czech Republic,71,71,LCM
C. Martina,28,Curacao,71,71,RB
K. Sugimoto,25,Japan,71,74,RS
A. Wilkinson,33,Australia,71,71,RCB
Mano,31,Portugal,71,71,RB
B. Rienstra,28,Netherlands,71,71,RDM
Z. Kalmár,23,Hungary,71,78,LCM
P. Aquino,23,Peru,71,76,CDM
R. Faty,31,Senegal,71,71,RDM
M. te Wierik,26,Netherlands,71,74,RCB
J. Callsen-Bracker,33,Germany,71,71,CB
J. Isijara,28,Mexico,71,71,RM
R. Torres,32,Panama,71,71,CB
M. Çelik,21,Turkey,71,83,RB
B. Sharp,32,England,71,71,LS
T. Tomiyasu,19,Japan,71,82,RCB
G. Thorne,25,England,71,75,CDM
O. Rashid,26,Iraq,71,74,LCM
M. Al Owais,26,Saudi Arabia,71,73,GK
S. Palacios,26,Argentina,71,72,RM
D. Benlamri,28,Algeria,71,71,CB
O. Haddadi,26,Tunisia,71,74,LB
N. Kati?,21,Croatia,71,83,CB
S. Thern,25,Sweden,71,74,LCM
N. Bitton,26,Israel,71,72,CDM
A. Søderlund,30,Norway,71,71,ST
A. Ateef,25,Saudi Arabia,71,74,LDM
E. García,28,Mexico,71,71,LB
Alexandre Guedes,24,Portugal,71,76,ST
R. Hilbert,33,Germany,71,71,RB
Álvaro Lemos,25,Spain,71,74,RB
Flávio,24,Brazil,71,76,CB
Pombaxinho,34,Brazil,71,71,LCB
R. Sawyers,26,St Kitts Nevis,71,72,LCM
D. Leki?,33,Serbia,71,71,ST
N. Champagne,33,Argentina,71,71,GK
Fábio,27,Brazil,71,71,LB
Deivid,29,Spain,71,71,CB
B. Hämäläinen,29,Denmark,71,71,LCB
S. Dubarbier,32,Argentina,71,71,LB
L. Cavanda,27,Belgium,71,71,RB
Patrick,27,Brazil,71,72,RB
C. Cisneros,24,Mexico,71,74,LM
J. Brownhill,22,England,71,79,RCM
Heitinho Zanon,34,Brazil,71,71,LCB
J. Bolingi,24,DR Congo,71,76,LW
E. Conde,35,Uruguay,71,71,GK
T. Hemed,31,Israel,71,71,ST
L. Krajnc,23,Slovenia,71,75,CB
P. Terracciano,28,Italy,71,72,GK
N. Pasquini,27,Argentina,71,72,LB
G. Acosta,29,Argentina,71,71,RM
Fernando Boldrin,29,Brazil,71,71,CAM
Fidel,28,Spain,71,71,LM
M. Rodriguez,27,Uruguay,71,71,CAM
K. Sema,24,Sweden,71,73,LM
Y. Candelo,26,Colombia,71,71,RM
R. García Guerreño,28,Paraguay,71,71,RCB
A. Maitland-Niles,20,England,71,84,CM
Nathael Silbeira,34,Brazil,71,71,GK
Marco Rocha,31,Portugal,71,71,GK
S. Colombi,27,Italy,71,71,GK
Unai Medina,28,Spain,71,71,RB
Jair,29,Brazil,71,71,LM
J. Lynch,30,Wales,71,71,LCB
C. Fai,25,Cameroon,71,73,LB
M. Rygaard,27,Denmark,71,72,ST
M. Djenepo,20,Mali,71,82,LM
M. Männel,30,Germany,71,71,GK
M. Dawson,34,England,71,71,CB
Cristian López,29,Spain,71,71,ST
A. Esiti,24,Nigeria,71,76,RCM
O. Govea,22,Mexico,71,79,RDM
Eduardo Fonseira,30,Brazil,71,71,GK
R. Beerens,30,Netherlands,71,71,RW
Sebas Coris,25,Spain,71,74,RM
B. Róchez,23,Honduras,71,76,ST
Carlos Martínez,32,Spain,71,71,RB
Cao Yunding,28,China PR,71,71,LM
Eguaras,26,Spain,71,74,CDM
O. Pérez,45,Mexico,71,71,GK
J. Siebenhandl,28,Austria,71,72,GK
A. Kolomeytsev,29,Russia,71,71,CDM
Crivellaro,29,Brazil,71,71,CAM
L. Lollo,27,Italy,71,71,CM
S. Maguire,24,Republic of Ireland,71,78,ST
Cafú,25,Portugal,71,73,RDM
Zapater,33,Spain,71,71,RCM
J. Botaka,25,DR Congo,70,72,RM
J. Böðvarsson,26,Iceland,70,72,ST
N. Sarenren Bazee,21,Nigeria,70,78,RM
R. Bianco,30,Italy,70,70,CM
O. Ad?n,32,Turkey,70,70,RM
A. Pei?,26,Serbia,70,73,ST
G. Hendrickx,23,Belgium,70,76,LDM
J. Hochscheidt,30,Germany,70,70,CAM
J. Cabezas,27,Colombia,70,70,CDM
Jony Reitosa,26,Brazil,70,70,RB
P. teinbors,32,Latvia,70,70,GK
K. Çörekçi,26,Turkey,70,72,RB
J. Murphy,23,England,70,77,LM
R. Gagliolo,28,Italy,70,70,LCB
D. Solanke,20,England,70,84,ST
F. Sacko,23,Mali,70,76,RB
J. Sýkora,24,Czech Republic,70,76,RM
D. de Buen,26,Mexico,70,72,CDM
F. Veseli,25,Albania,70,74,CB
A. González,25,Venezuela,70,72,RB
D. John,23,Wales,70,78,LB
D. Ousted,33,Denmark,70,70,GK
A. Preciado,23,Ecuador,70,74,LW
Filipe Chaby,24,Portugal,70,76,RW
F. Torijano,29,Colombia,70,70,CB
J. Valenzuela,34,Mexico,70,70,LCB
Barbosaldinho,30,Brazil,70,70,LCB
Santi Comesaña,21,Spain,70,76,CDM
Luís Machado,25,Portugal,70,71,LM
Han Chan Hee,21,Korea Republic,70,75,RCM
D. Geiger,20,Germany,70,84,CM
F. Bradari?,26,Croatia,70,74,CM
L. Figueroa,35,Chile,70,70,RM
K. Stuhr-Ellegaard,35,Denmark,70,70,GK
F. Zampano,24,Italy,70,74,RM
U. Hünemeier,32,Germany,70,70,RCB
A. Canelo,26,Argentina,70,72,ST
F. Ogier,29,France,70,70,LCB
Luiz Antônio,27,Brazil,70,70,RDM
J. Maclaren,24,Australia,70,73,ST
G. Þórarinsson,26,Iceland,70,71,LM
B. Leroy,29,France,70,71,GK
M. Sampirisi,25,Italy,70,73,RCB
C. Higuita,24,Colombia,70,77,CDM
Wilson Manafá,23,Portugal,70,75,LB
B. Barii?,25,Croatia,70,73,LB
João Lucas,22,Portugal,70,74,LB
V. Kadlec,26,Czech Republic,70,72,ST
S. Lundevall,29,Sweden,70,70,LM
Alberto Benito,26,Spain,70,73,RM
H. Mendyl,20,Morocco,70,83,LB
J. Paintsil,20,Ghana,70,81,LM
T. Martínez,23,Argentina,70,79,CAM
M. Thorsby,22,Norway,70,76,LDM
B. Berisha,32,Kosovo,70,70,ST
Ramón Folch,28,Spain,70,70,LCM
S. Janko,22,Switzerland,70,74,RB
Nano,23,Spain,70,76,ST
C. Ganea,26,Romania,70,73,LB
Braga,35,Portugal,70,70,LCM
A. Hutton,33,Scotland,70,70,RB
G. Campi,27,Argentina,70,73,CB
De las Cuevas,32,Spain,70,70,LM
A. Feick,30,Germany,70,70,LB
Edson Farias,26,Brazil,70,71,RB
Lucas Possignolo,24,Brazil,70,77,RCB
G. Makaridze,28,Georgia,70,70,GK
Kim Bo Kyung,28,Korea Republic,70,70,CM
M. Michel,26,France,70,72,GK
O. Kemen,21,France,70,79,CM
M. Saito,28,Japan,70,70,LM
M. Kelemen,38,Slovakia,70,70,GK
Lourival Dinisco,30,Brazil,70,70,LCB
Jairo Farnias,30,Brazil,70,70,GK
P. Anton,27,Romania,70,73,LDM
S. Popov,27,Bulgaria,70,70,RB
Y. Kakitani,28,Japan,70,70,LS
E. Rolland,29,France,70,70,RCM
G. Suazo,20,Chile,70,80,LM
E. Falkenburg,30,Netherlands,70,70,ST
L. Landre,26,France,70,72,LCB
S. Vergini,29,Argentina,70,70,CB
Carlos Gutiérrez,26,Spain,70,71,LCB
J. Bokila,29,DR Congo,70,70,ST
T. Kristensen,35,Denmark,70,70,RDM
G. Bellusci,28,Italy,70,70,RCB
H. Nielsen,24,Norway,70,73,ST
C. Ramirez,27,United States,70,71,ST
D. Cabrera,28,Mexico,70,70,CM
G. Mackay-Steven,27,Scotland,70,70,RM
F. Platte,22,Germany,70,77,ST
P. Pentke,33,Germany,70,70,GK
M. Liendl,32,Austria,70,70,CAM
F. Seymour,30,Chile,70,70,CM
R. Ripart,25,France,70,72,LM
Gerard Valentín,24,Spain,70,75,RB
F. Schultz,26,Chile,70,70,RM
L. Tra?ka,34,Poland,70,70,RDM
A. Dona Ndoh,32,Cameroon,70,70,ST
M. Yattara,24,Guinea,70,74,ST
R. Nelson,18,England,70,85,RW
M. Torrén,29,Argentina,70,70,RCB
S. Kerk,24,Germany,70,76,LM
B. Davies,22,England,70,79,LCB
Iago,26,Brazil,70,74,CB
Victor Fachinhas,34,Brazil,70,70,GK
K. Leerdam,28,Suriname,70,70,RB
Javi Ros,28,Spain,70,70,CM
C. ?ahin,23,Turkey,70,75,RM
M. Matos,35,Argentina,70,70,LS
William,31,Brazil,70,70,LCM
J. Delaplace,32,France,70,70,LCM
C. Janker,33,Germany,70,70,CB
B. Heynen,21,Belgium,70,78,LCM
Bismark,24,Brazil,70,72,LW
Ortuño,27,Spain,70,70,ST
M. Azira,30,Uganda,70,70,RCM
J. Rodríguez,22,Argentina,70,77,CB
F. González,31,Argentina,70,70,ST
M. Falzerano,27,Italy,70,71,RCM
C. Ascues,26,Peru,70,75,LB
Akapo,25,Equatorial Guinea,70,75,LB
M. Friedrich,22,Germany,70,78,RCB
David Fernández,33,Spain,70,70,LCB
R. Ziegler,32,Switzerland,70,70,LCB
A. Ábalos,32,Argentina,70,70,LM
V. Sar?,29,Turkey,70,70,RCB
D. Keet,28,South Africa,70,71,GK
N. Leyes,28,Argentina,70,70,CDM
P. Hatzidiakos,21,Greece,70,78,CB
J. Makengo,20,France,70,80,CM
D. Opare,27,Ghana,70,70,RB
D. Schmidt,31,Germany,70,70,RCB
L. Castaignos,25,Netherlands,70,73,ST
R. Azeez,25,Nigeria,70,74,LDM
D. Antoli?,28,Croatia,70,70,CM
D. Jevti?,25,Switzerland,70,72,CAM
Y. Kobayashi,26,Japan,70,72,CM
E. Seka,31,Guinea,70,70,LCB
M. Volta,31,Italy,70,70,LCB
Aridane,29,Spain,70,71,LCB
B. Schenkeveld,26,Netherlands,70,72,RCB
Allan Ardaújo,30,Brazil,70,70,LAM
M. Bero,22,Slovakia,70,78,CAM
C. Chantôme,30,France,70,70,CAM
D. Hoesen,27,Netherlands,70,71,ST
A. Machado,33,Panama,70,70,CB
Rodolfo,25,Brazil,70,72,CAM
M. Targett,22,England,70,79,LB
R. Dwamena,22,Ghana,70,79,ST
K. Laribi,27,Tunisia,70,70,LCM
Bruno Nascimento,27,Brazil,70,72,LCB
J. Souttar,21,Scotland,70,82,CB
L. Faravelli,25,Argentina,70,75,LCM
O. Okwonkwo,20,Nigeria,70,85,LW
D. Zuma,23,South Africa,70,77,RW
J. Busk,24,Denmark,70,75,GK
D. Delgado,25,Colombia,70,71,RM
N. Mihajlovi?,22,Serbia,70,76,LW
Lucas Áfrico,23,Brazil,70,74,LCB
D. Lévêque,28,France,70,70,LB
R. Himmelmann,29,Germany,70,70,GK
Y. Kashiwagi,30,Japan,70,70,CAM
A. Rrahmani,24,Kosovo,70,74,CB
P. Sagna,27,Senegal,70,70,RB
J. Archer,25,Scotland,70,73,GK
M. Pedersen,28,Norway,70,70,ST
P. Helland,28,Norway,70,70,RW
Y. Moreno,23,Colombia,70,79,LM
K. Hämäläinen,31,Finland,70,70,LM
S. Pocognoli,30,Belgium,70,70,LB
G. Leadbitter,32,England,70,70,CDM
H. Quiñones,26,Colombia,70,71,LB
Ansel Barnisco,30,Brazil,70,70,LDM
I. El Adoua,31,Morocco,70,70,CDM
J. Angulo,29,Colombia,70,70,RB
J. Berthomier,28,France,70,70,LM
E. Rolón,23,Argentina,70,76,CDM
A. Fr?czczak,30,Poland,70,70,LM
R. Wolski,25,Poland,70,73,CAM
J. Pearce,30,England,70,70,LCB
N. Moro,20,Croatia,70,81,CDM
B. Aouacheria,24,France,70,75,RW
J. McEachran,25,England,70,73,CDM
P. Wszo?ek,26,Poland,70,70,RM
L. Baker,23,England,70,78,CM
Alfonso Herrero,24,Spain,70,76,GK
A. M??el,28,Romania,70,70,RB
K. Rosenberry,24,United States,70,75,RB
L. Thy,26,Germany,70,73,ST
Koo Ja Ryong,26,Korea Republic,70,72,RCB
D. Fry,20,England,70,83,CB
R. Leeuwin,30,Netherlands,70,70,RCB
R. Fernández,27,Chile,70,70,ST
A. Timofeev,24,Russia,70,79,CDM
Rodrigo Pinho,27,Brazil,70,70,ST
H. Vaca,20,Bolivia,70,78,RM
J. Worrall,21,England,70,83,LCB
A. El Jadeyaoui,31,Morocco,70,70,LW
M. Eriksson,28,Sweden,70,70,RM
Y. Kalfa,25,Syria,70,72,RM
C. Vilches,34,Chile,70,70,RCB
C. Dessers,23,Belgium,70,75,ST
A. Kara,25,Turkey,70,73,LDM
C. Dunkley,26,England,70,73,CB
F. Deli,23,Italy,70,77,LCM
Jefferson Santos,25,Brazil,70,71,CDM
Kim Seung Dae,27,Korea Republic,70,70,CM
M. Mancienne,30,England,70,70,LCB
C. Gardner,31,England,70,70,CM
M. Danielson,29,Sweden,70,71,CB
A. Seculin,27,Italy,70,71,GK
O. Hüsing,25,Germany,70,73,RCB
A. Totovytskyi,25,Ukraine,70,73,CAM
Fede Vico,23,Spain,70,76,CAM
R. Robayo,34,Colombia,70,70,RCM
M. Gori,25,Italy,70,72,CM
Miguel Torres,32,Spain,70,70,CB
Montoro,30,Spain,70,70,LDM
N. Paz,26,Argentina,70,75,CB
U. Uçar,31,Turkey,70,70,RB
D. Blum,27,Germany,70,71,ST
M. Hefele,27,Germany,70,72,CB
C. Bieler,34,Argentina,70,70,RS
S. Johnson,29,United States,70,72,GK
K. Coulibaly,26,Mali,70,70,ST
Saúl,23,Spain,70,76,LB
I. Dia,31,Senegal,70,70,RM
B. Myhill,35,Wales,70,70,GK
D. Kuciak,33,Slovakia,70,70,GK
Pablo Marí,24,Spain,70,76,LCB
Moon Seon Min,26,Korea Republic,70,70,LW
K. Steppe,29,Belgium,70,71,GK
C. Insaurralde,26,Argentina,70,70,LW
J. Domínguez,31,Colombia,70,70,CDM
L. Gregory,29,England,70,70,LS
M. Mittelstädt,21,Germany,70,81,LB
M. Romero,19,Argentina,70,85,ST
D. Damjanovi?,36,Montenegro,70,70,RW
Alam Basteirinho,26,Brazil,70,70,RAM
Lee Seung Woo,20,Korea Republic,70,79,LW
N. Gorosito,29,Argentina,70,70,CB
M. Trávník,24,Czech Republic,70,76,CM
G. Gardner,26,England,70,70,RCM
Lee Seung Gi,30,Korea Republic,70,70,CM
C. Forsyth,29,Scotland,70,70,LB
D. Lenihan,24,Republic of Ireland,70,75,CB
F. Klein,31,Austria,70,70,RB
A. Weber,31,France,70,70,LCB
F. Haugen,26,Norway,70,73,RCM
T. Bruns,26,Netherlands,70,73,CM
C. González,25,Paraguay,70,74,LS
M. Coronel,29,Argentina,70,71,RCB
M. Schuhen,25,Germany,70,74,GK
J. Knudsen,25,Denmark,70,73,LB
Q. Martinus,27,Curacao,70,70,RM
G. Gianniotas,25,Greece,70,73,LM
F. De Paul,27,Chile,70,73,GK
Kangin Lee,17,Korea Republic,70,88,CAM
N. Carreño,24,Colombia,70,75,LB
J. Sánchez,30,Colombia,70,70,CAM
Lee Jae Sung,29,Korea Republic,70,70,CB
Kim Eun Sun,30,Korea Republic,70,70,CDM
D. Moreno,26,Colombia,70,73,CDM
A. Isaksson,36,Sweden,70,70,GK
V. van Crooij,22,Netherlands,70,76,LM
M. D'Alessandro,27,Italy,70,70,RM
R. Windbichler,27,Austria,70,72,LCB
C. Corvalán,29,Argentina,70,70,LB
C. Adam,32,Scotland,70,70,CM
Renaldo Justinho,34,Brazil,70,70,CAM
Y. Wissa,21,France,70,82,LM
A. Saldívar,28,Mexico,70,70,GK
A. Stoian,27,Romania,70,70,LM
N. Obiora,26,Nigeria,70,71,CDM
S. Salger,28,Germany,70,70,LCB
B. Meling,23,Norway,70,75,LB
Macarinho Louro,30,Brazil,70,70,LAM
S. Ireland,31,Republic of Ireland,70,70,CAM
S. De Ridder,31,Belgium,70,70,LW
M. Coutadeur,32,France,70,70,LDM
W. Grigg,26,Northern Ireland,70,71,ST
K. Barbarouses,28,New Zealand,70,70,RS
Ricardo Ferreira,28,Portugal,70,71,GK
G. Belaud,31,France,70,70,RB
Clerc,26,Spain,70,73,LB
L. Mugni,26,Argentina,70,73,CM
A. Faurlín,31,Argentina,70,70,CDM
M. Barbieri,24,Argentina,70,77,CB
Javi Guerra,36,Spain,70,70,ST
R. Braña,39,Argentina,70,70,RDM
L. Benegas,29,Argentina,70,70,ST
S. Hogan,26,Republic of Ireland,70,73,ST
Pêpê,21,Portugal,70,80,CM
Park Joo Ho,31,Korea Republic,70,70,LCM
R. Maiello,26,Italy,70,71,LCM
B. Guillaume,23,Belgium,70,76,LS
Vinicius Trieiro,26,Brazil,70,70,RB
Christian Fernández,32,Spain,70,70,RCB
F. Fragapane,25,Argentina,70,73,LM
A. Chipciu,29,Romania,70,70,RM
E. Koulouris,22,Greece,70,78,ST
Raphael Paneira,30,Brazil,70,70,RW
C. Espinoza,23,Argentina,70,77,RW
C. Borja,25,Colombia,70,74,LB
M. Pouraliganji,26,Iran,70,73,RCB
Jailson Oliva,26,Brazil,70,70,RB
Jordi Mboula,19,Spain,70,85,RM
F. Hasani,28,FYR Macedonia,70,70,LM
J. Sambia,21,France,70,78,CM
Jorge Sáenz,21,Spain,70,80,RCB
P. Mahlambi,20,South Africa,70,84,CAM
D. McGoldrick,30,Republic of Ireland,70,70,RS
G. Kagelmacher,30,Uruguay,70,70,RCB
N. Leali,25,Italy,70,74,GK
M. Pospíil,27,Czech Republic,70,70,CAM
A. Aguerre,27,Argentina,70,73,GK
M. Robak,35,Poland,70,70,LS
Javi Márquez,32,Spain,70,70,LCM
C. Ramos,29,Peru,70,70,LCB
T. Bunbury,28,United States,70,70,ST
D. Cvetinovi?,29,Serbia,70,70,LCB
L. Ajorque,24,France,70,75,ST
R. Nissen Kristensen,20,Denmark,70,79,RB
T. Hiariej,29,Netherlands,70,70,CDM
J. Marveaux,35,France,70,70,CDM
M. Kone,28,Ivory Coast,70,70,CM
F. Holland,27,Germany,70,70,LB
C. Suárez,31,Chile,70,70,LCB
B. Safari,33,Sweden,70,70,LCB
M. Varnier,20,Italy,70,85,CB
B. Kadrii,26,Denmark,70,70,LS
J. Paredes,30,Ecuador,70,70,RB
Aitor García,24,Spain,70,76,LS
L. Spalvis,23,Lithuania,70,77,ST
M. Stoppelkamp,31,Germany,70,70,LM
T. It?,21,Japan,70,81,LM
Nenê,34,Brazil,70,70,ST
C. Strohdiek,30,Germany,70,70,CB
J. Brabec,25,Czech Republic,70,73,CB
S. Çikalleshi,27,Albania,70,70,ST
L. García,25,Mexico,70,75,GK
M. Wasilewski,38,Poland,70,70,RCB
S. Griesbeck,27,Germany,70,70,LDM
J. Benítez,26,Argentina,70,70,LW
Diogildo Peixe,30,Brazil,70,70,LAM
N. Ibáñez,36,Argentina,70,70,GK
I. Uche,34,Nigeria,70,70,RS
D. Dessena,31,Italy,70,70,LCM
R. Ovelar,32,Paraguay,70,70,ST
V. Mannone,30,Italy,70,70,GK
J. Gillet,39,Belgium,70,70,GK
L. Venuti,23,Italy,70,75,RB
J. Meneses,25,Chile,70,72,RM
G. Maniatis,31,Greece,70,70,CDM
A. Mabil,22,Australia,70,78,RW
M. Olivera,26,Uruguay,70,73,LB
J. Madueña,28,Mexico,70,70,RB
R. Kurzawa,25,Poland,70,73,LM
F. Pellegrino,32,Argentina,70,70,GK
N. Ampomah,22,Ghana,70,77,LM
C. Fuentes,25,Chile,70,74,CDM
O. Burke,21,Scotland,70,81,RM
Sandro Manoel,29,Brazil,70,70,RDM
K. Dowell,20,England,70,83,CAM
N. Leguizamón,23,Argentina,70,79,ST
G. Espinoza,28,Chile,70,70,RDM
A. Bali?,20,Croatia,70,77,CM
M. Dos Santos,28,Argentina,70,70,CB
Breno Bemposta,34,Brazil,70,70,LDM
B. Capon,30,Belgium,70,70,RB
C. Hudson-Odoi,17,England,70,87,LW
